Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Estonia,647345107.0,681382812.0,705897403.0,724963430.0,744864405.0,763068398.0,781993828.0,800476149.0,817385738.0,833112807.0,848475014.0,864182882.0,879416204.0,896503453.0,913790043.0,930926365.0,947365554.0,967437201.0,985309852.0,999918919.0,1018933777.0,1038030974.0,1055969033.0,1075664630.0,1094568471.0,1110459539.0,1127953042.0,1147762306.0
Ethiopia,48681336.0,51638476.0,54575808.0,57570625.0,59767504.0,62273157.0,65067810.0,68047139.0,71194546.0,74289499.0,77753286.0,82016668.0,86447156.0,91318279.0,96476898.0,101432025.0,106748966.0,112577321.0,118942386.0,125375432.0,131771166.0,139250121.0,147399659.0,157479846.0,168470915.0,180852341.0,193794234.0,207190474.0
Europe (other),97018807852.0,100000000000.0,103000000000.0,106000000000.0,108000000000.0,110000000000.0,113000000000.0,115000000000.0,117000000000.0,119000000000.0,121000000000.0,123000000000.0,125000000000.0,127000000000.0,129000000000.0,131000000000.0,133000000000.0,136000000000.0,138000000000.0,140000000000.0,142000000000.0,144000000000.0,147000000000.0,149000000000.0,151000000000.0,153000000000.0,155000000000.0,158000000000.0
Faeroe Islands,11090928.0,11757776.0,12406304.0,12988880.0,13564128.0,14135712.0,14736608.0,15326512.0,15949392.0,16579600.0,17268432.0,18030544.0,18756016.0,19488816.0,20236272.0,20958080.0,21635920.0,22324752.0,22954960.0,23530208.0,24160416.0,24728336.0,25318240.0,25996080.0,26593312.0,27210692.0,27872403.0,28545340.0
Falkland Islands,3631024.0,3671328.0,3711632.0,3751936.0,3792240.0,3836208.0,3880176.0,3927808.0,3964448.0,4001088.0,4037728.0,4081696.0,4125664.0,4173296.0,4224592.0,4275888.0,4334512.0,4393136.0,4451760.0,4510384.0,4565344.0,4620304.0,4675264.0,4730224.0,4785184.0,4785184.0,4785184.0,4785184.0
Fiji,18729778.0,19392903.0,20132935.0,20876595.0,21615192.0,22369087.0,23182254.0,23964690.0,24725794.0,25500817.0,26334421.0,27380371.0,28259824.0,29295898.0,30635882.0,31716888.0,32918261.0,34059400.0,34937158.0,35715718.0,36916963.0,37984864.0,39025939.0,40155115.0,41301618.0,42552318.0,43816443.0,45160830.0
Finland,1492323425.0,1547548692.0,1601829167.0,1658177691.0,1719889259.0,1778030819.0,1842089169.0,1904807440.0,1964182505.0,2023080767.0,2080122299.0,2142661573.0,2207723393.0,2280381762.0,2349343358.0,2406388373.0,2474768192.0,2541523854.0,2600132670.0,2655950897.0,2719942650.0,2776486792.0,2827598682.0,2879500252.0,2927299905.0,2971645985.0,3019572364.0,3065528408.0
France,26944311311.0,27372960765.0,27791405931.0,28190050736.0,28583445652.0,28984009504.0,29400199056.0,29809648935.0,30239437901.0,30665112551.0,31085765260.0,31511647721.0,31932567219.0,32360569979.0,32789497726.0,33222136998.0,33644238253.0,34057136609.0,34463927432.0,34850869522.0,35248769990.0,35621562606.0,35995675228.0,36369933830.0,36713506462.0,37061670133.0,37411774820.0,37768075471.0
French Guiana,7485552.0,8152400.0,8855888.0,9555712.0,10171264.0,10753840.0,11241152.0,11710144.0,12322032.0,12787360.0,13252688.0,13761984.0,14219984.0,14820880.0,15392464.0,15945728.0,16418384.0,16982640.0,17539568.0,18129472.0,18767008.0,19408208.0,19998112.0,20628320.0,21361120.0,21361120.0,21361120.0,21361120.0
French Polynesia,8749632.0,9181984.0,9596016.0,10021040.0,10460720.0,10889408.0,11321760.0,11772432.0,12219440.0,12714080.0,13282000.0,13959840.0,14666992.0,15436432.0,16198544.0,17019280.0,17843680.0,18660752.0,19503472.0,20349856.0,21207232.0,22038960.0,22852368.0,23673104.0,24475520.0,25351176.0,26236867.0,27182548.0
Gabon,116809514.0,121331479.0,126249084.0,131223920.0,135598442.0,140204708.0,144958410.0,149732626.0,154689918.0,159476939.0,164146809.0,168919781.0,173463765.0,178076954.0,182733697.0,187591548.0,191733966.0,195823304.0,199967022.0,204185294.0,208967600.0,213909574.0,218986839.0,224244551.0,229414031.0,234701099.0,240177227.0,245703654.0
Gambia,3220656.0,3400192.0,3579728.0,3766592.0,3953456.0,4151312.0,4349168.0,4547024.0,4759536.0,4990368.0,5235856.0,5488672.0,5778128.0,6067584.0,6360704.0,6653824.0,6961600.0,7313344.0,7679744.0,8060800.0,8493152.0,8940160.0,9394496.0,9826848.0,10339808.0,10856527.0,11408781.0,12030971.0
Georgia,408029119.0,424568096.0,439845052.0,449761343.0,455830378.0,458121783.0,462176902.0,466602046.0,471540682.0,475850416.0,480349826.0,484083576.0,487434960.0,491170467.0,495446705.0,500463704.0,506559833.0,512924609.0,518034989.0,524169917.0,530378989.0,538164409.0,546411815.0,554076147.0,562866955.0,572330573.0,582169452.0,593121176.0
Germany,66796676576.0,67811648862.0,68778354691.0,69735348871.0,70675756860.0,71615843606.0,72576017905.0,73508365264.0,74432769794.0,75329652478.0,76230612569.0,77148089397.0,78049044496.0,78951014361.0,79839010870.0,80706234376.0,81584981507.0,82437077670.0,83291498632.0,84081462154.0,84915147072.0,85725949397.0,86541146806.0,87373789801.0,88167425644.0,88964503810.0,89766256817.0,90565630028.0
Ghana,87718493.0,91583649.0,95471746.0,99906978.0,104735550.0,109889726.0,115358344.0,121562514.0,127808407.0,134177866.0,140278412.0,147010964.0,154242443.0,161679728.0,168831844.0,175635265.0,184795295.0,194414596.0,203340477.0,210838252.0,220548991.0,230082523.0,241602303.0,255883423.0,270005409.0,284452924.0,299556658.0,316321491.0
Gibraltar,2671056.0,2868912.0,3103408.0,3341568.0,3623696.0,3898496.0,4180624.0,4473744.0,4781520.0,5100288.0,5433712.0,5778128.0,6126208.0,6481616.0,6866336.0,7265712.0,7683408.0,8097440.0,8522464.0,8984128.0,9449456.0,9900128.0,10361792.0,10852768.0,11380384.0,11380384.0,11380384.0,11380384.0
Greece,1324782103.0,1408133039.0,1493048837.0,1577278291.0,1663670284.0,1750615925.0,1839714476.0,1933518681.0,2032143452.0,2130085102.0,2233067400.0,2338436372.0,2443447770.0,2552530952.0,2662060973.0,2775986085.0,2888450995.0,3003033628.0,3114146156.0,3218486690.0,3315829666.0,3410361369.0,3501779170.0,3583501750.0,3662157566.0,3737120018.0,3808493099.0,3884493460.0
Greenland,15135984.0,15681920.0,16161904.0,16660208.0,17162176.0,17664144.0,18180768.0,18701056.0,19228672.0,19767280.0,20298560.0,20837168.0,21375776.0,21907056.0,22489632.0,23097856.0,23724400.0,24361936.0,25021456.0,25596704.0,26259888.0,26967040.0,27534960.0,28088224.0,28593856.0,29116546.0,29676768.0,30246493.0
Grenada,1663456.0,1773376.0,1890624.0,2011536.0,2154432.0,2304656.0,2458544.0,2627088.0,2802960.0,2997152.0,3187680.0,3381872.0,3587056.0,3803232.0,4008416.0,4224592.0,4455424.0,4693584.0,4946400.0,5199216.0,5459360.0,5712176.0,5983312.0,6287424.0,6529248.0,6786481.0,7056112.0,7332340.0
Guadeloupe,17763072.0,19049136.0,20390160.0,21764160.0,23182128.0,24644064.0,26193936.0,27798768.0,29868928.0,31759552.0,33672160.0,35745984.0,37856448.0,40084160.0,42396144.0,44616528.0,46770960.0,49101264.0,51387600.0,53695920.0,55993248.0,58422480.0,60965296.0,63519104.0,66083904.0,66083904.0,66083904.0,66083904.0
Guatemala,102015548.0,106967623.0,112885533.0,118462705.0,125213503.0,132292805.0,138863149.0,146364728.0,155004091.0,163811136.0,173576922.0,184044633.0,194975099.0,205631855.0,217056994.0,229406829.0,241823961.0,254195688.0,265363602.0,277051106.0,288412585.0,299933116.0,311579674.0,324876417.0,342801846.0,362605102.0,383542158.0,404420205.0
Guinea,26516368.0,27542288.0,28601184.0,29689392.0,30916244.0,32183244.0,33522695.0,34916946.0,36393261.0,37944974.0,39558099.0,41246280.0,43013935.0,44857957.0,46763689.0,48588361.0,50478985.0,52446553.0,54590492.0,56817049.0,59391969.0,62126685.0,64669473.0,66925895.0,69318032.0,71763317.0,74365036.0,77269714.0
Guinea-Bissau,3440496.0,3616368.0,3795904.0,3979104.0,4162304.0,4345504.0,4528704.0,4730224.0,4902432.0,5096624.0,5243184.0,5393408.0,5547296.0,5741488.0,5943008.0,6155520.0,6371696.0,6602528.0,6829696.0,7064192.0,7302352.0,7547840.0,7800656.0,8057136.0,8328272.0,8602850.0,8896754.0,9228086.0
Guyana,46206704.0,47320560.0,48364800.0,49409040.0,50794032.0,52255968.0,53772864.0,55363040.0,57019168.0,58697280.0,60305776.0,61899616.0,63478800.0,65043328.0,66670144.0,68106432.0,69396160.0,70957024.0,72514224.0,74078752.0,75797168.0,77577872.0,79571088.0,81505680.0,83513552.0,85531426.0,87584165.0,89660737.0
Haiti,20170326.0,21150121.0,22045334.0,22701483.0,23001931.0,23903275.0,24936523.0,26303195.0,27534299.0,28864331.0,30231003.0,31783696.0,33585886.0,35295582.0,37255954.0,39303322.0,41387467.0,43748472.0,46114247.0,48351202.0,50444633.0,52628927.0,54907818.0,57278317.0,60102882.0,63046461.0,66044904.0,69042835.0
Honduras,52519439.0,55169662.0,58199891.0,60997574.0,64289266.0,68115746.0,72006490.0,76087831.0,80670029.0,85337545.0,90271699.0,95880575.0,101870786.0,108531433.0,115774789.0,123201319.0,130050030.0,138648384.0,147133085.0,154814089.0,162614795.0,171388290.0,180175410.0,189046412.0,198322597.0,208377780.0,218953982.0,229623078.0
Hong Kong,445124673.0,473587391.0,506504492.0,541282716.0,572361753.0,603628160.0,632537742.0,663035277.0,701959325.0,744509348.0,784793221.0,822595058.0,862080065.0,905283427.0,946851726.0,990583053.0,1032496770.0,1076069187.0,1119845539.0,1161828338.0,1202302433.0,1245877054.0,1289062981.0,1333826577.0,1379789889.0,1422491903.0,1465727785.0,1508760365.0
Hungary,3333792257.0,3403569528.0,3465978374.0,3529518076.0,3591400804.0,3653013680.0,3716190663.0,3777946563.0,3839294853.0,3901123057.0,3959674718.0,4019846376.0,4079009221.0,4140946004.0,4201352245.0,4261852209.0,4321691641.0,4380213949.0,4437652116.0,4489433167.0,4541553704.0,4591911705.0,4638720200.0,4682487899.0,4726403295.0,4773068501.0,4820646684.0,4870991390.0
Iceland,59204204.0,61321908.0,63584925.0,66005948.0,68367860.0,70832978.0,73353113.0,75968736.0,78604192.0,81445466.0,84379450.0,87242134.0,90230035.0,93209727.0,96310967.0,99279872.0,102426914.0,105920861.0,109715811.0,113446894.0,117067825.0,120554232.0,124042918.0,127524700.0,130986544.0,134522956.0,138012928.0,141492956.0
India,11848166774.0,12504907667.0,13203664617.0,13926558876.0,14690800843.0,15502261630.0,16381088594.0,17296137907.0,18229687165.0,19224920237.0,20254557996.0,21290198710.0,22337794361.0,23429667371.0,24575212605.0,25785358272.0,27072507483.0,28462760974.0,30010752013.0,31730872573.0,33430899968.0,35248071567.0,37231830380.0,39229708958.0,41437242850.0,43713650045.0,46091097909.0,48557863281.0
Indonesia,2899619326.0,3080314615.0,3283973989.0,3503830317.0,3726797959.0,3953467902.0,4208674993.0,4489571513.0,4705676429.0,4949778011.0,5215761195.0,5513531755.0,5821109923.0,6137964091.0,6478040611.0,6821620547.0,7168320267.0,7545442891.0,7963234939.0,8410536027.0,8838325547.0,9439650963.0,10072795995.0,10558926026.0,11018941685.0,11478570441.0,11943427259.0,12430271016.0
Iran,4617819914.0,4843774120.0,5070731132.0,5306307736.0,5569828114.0,5840975639.0,6114983401.0,6382082680.0,6688088934.0,7067715969.0,7436979470.0,7831910833.0,8229709157.0,8643702635.0,9085792329.0,9549322291.0,10053112844.0,10566426677.0,11101336781.0,11648221753.0,12212256261.0,12791296308.0,13391976603.0,14000939485.0,14640050821.0,15270412649.0,15907974802.0,16580287145.0
Iraq,1203190155.0,1248375488.0,1307264829.0,1370394599.0,1441483756.0,1515567942.0,1584852296.0,1652931122.0,1725032598.0,1796713926.0,1868429338.0,1952985261.0,2039306138.0,2130092780.0,2243727783.0,2356708165.0,2454889215.0,2516380971.0,2608548021.0,2712037114.0,2823022461.0,2955852535.0,3106945114.0,3270515514.0,3436883561.0,3604595459.0,3789534193.0,3983988823.0
Ireland,1009136134.0,1042742880.0,1076160862.0,1109810047.0,1144582239.0,1180376618.0,1217787578.0,1256539935.0,1297190037.0,1339567819.0,1384761771.0,1432319125.0,1478353711.0,1523992835.0,1570122576.0,1618227142.0,1665777337.0,1713400283.0,1760700388.0,1802808896.0,1844488413.0,1882497717.0,1920692470.0,1957875318.0,1994556943.0,2033000592.0,2072928710.0,2112667064.0
Israel,628589632.0,664738275.0,706821295.0,751055570.0,798530069.0,848395231.0,900330983.0,955194860.0,1011204158.0,1065958672.0,1125478052.0,1188500406.0,1247800140.0,1310214818.0,1368893937.0,1425417943.0,1487567025.0,1550366932.0,1618347208.0,1682208154.0,1750495055.0,1819089793.0,1893874265.0,1959871335.0,2023421987.0,2089517860.0,2154686078.0,2221239489.0
Italy,11874166575.0,12314260997.0,12753471411.0,13185072385.0,13610563020.0,14062541927.0,14507103501.0,14956569121.0,15416809449.0,15881410902.0,16352178649.0,16828380518.0,17306089856.0,17797570580.0,18293098366.0,18788332381.0,19278082351.0,19758573936.0,20226635996.0,20642568389.0,21067441551.0,21480873056.0,21872863421.0,22236263323.0,22584739563.0,22940222777.0,23290545792.0,23645999964.0
Jamaica,181335548.0,189086146.0,196796915.0,204797191.0,212988150.0,222161556.0,231849269.0,241917364.0,251611399.0,261569587.0,271883577.0,282460104.0,292662593.0,303329566.0,313903789.0,324254376.0,335677795.0,345294850.0,355433285.0,363187537.0,370447136.0,378244741.0,385662930.0,393700970.0,401116296.0,408813984.0,416625405.0,424398054.0
Japan,28811788385.0,29978828902.0,31155771473.0,32325968206.0,33551141627.0,34788994450.0,36038870138.0,37282237270.0,38485947804.0,39725787924.0,40988522386.0,42236609810.0,43513846356.0,44799231768.0,46079267890.0,47366124205.0,48628763657.0,49928815630.0,51158061080.0,52318264713.0,53529837581.0,54791236171.0,56093319098.0,57407388670.0,58671561922.0,59895228397.0,61099547020.0,62304608199.0
Jordan,129861896.0,139537710.0,151520745.0,163294767.0,176544249.0,189751978.0,203578402.0,217651996.0,231903854.0,246169227.0,261369264.0,276979716.0,293400390.0,310382428.0,329051915.0,349488014.0,370015456.0,391452444.0,412170359.0,433506619.0,454120964.0,475364733.0,499177823.0,522917106.0,548674764.0,571842514.0,593472587.0,614829331.0
Kazakhstan,6943216829.0,7200314032.0,7433253221.0,7638497753.0,7809563752.0,7972246887.0,8121249553.0,8262018849.0,8397112612.0,8504435614.0,8637974358.0,8766193043.0,8912975243.0,9077294244.0,9248354323.0,9432673302.0,9635643224.0,9848859622.0,10062240023.0,10271586716.0,10508548791.0,10735628411.0,10969489209.0,11209325921.0,11466182584.0,11729666450.0,12008028378.0,12300616894.0
Kenya,143618828.0,148329179.0,153731263.0,159946400.0,166366845.0,173772300.0,182927272.0,191047013.0,200943032.0,210972356.0,221273926.0,230509580.0,238329177.0,244914749.0,252352743.0,260691342.0,270027893.0,279568319.0,289480031.0,301444111.0,313190076.0,326118137.0,338085293.0,350855767.0,364512175.0,379060790.0,394295004.0,410113224.0
Kiribati,681504.0,703488.0,729136.0,758448.0,787760.0,817072.0,850048.0,875696.0,905008.0,934320.0,963632.0,989280.0,1029584.0,1069888.0,1113856.0,1176144.0,1245760.0,1297056.0,1352016.0,1392320.0,1454608.0,1516896.0,1579184.0,1641472.0,1703760.0,1771733.0,1840486.0,1913895.0
Kuwait,794328626.0,804502844.0,825524695.0,858726710.0,897508432.0,952097411.0,1002011008.0,1056681656.0,1108242247.0,1162064456.0,1215448534.0,1272933215.0,1330913065.0,1390535999.0,1453643931.0,1524810370.0,1598199461.0,1673074239.0,1755372503.0,1842327430.0,1931599655.0,2022229770.0,2124120095.0,2221934767.0,2316698068.0,2419025081.0,2522481035.0,2626874527.0
Kyrgysztan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyrgyzstan,0.0,0.0,11166356.0,19752213.0,25956673.0,30467721.0,36131920.0,41704965.0,47618102.0,52264947.0,56867430.0,60729730.0,65649012.0,71030631.0,76837452.0,82351073.0,87770042.0,94288317.0,101836588.0,108573965.0,114886823.0,122440330.0,132440156.0,142098611.0,151511687.0,161441127.0,171301052.0,181734180.0
Laos,7742032.0,7976528.0,8232333.0,8488135.0,8762253.0,9109649.0,9578400.0,10179019.0,10856546.0,11775860.0,12704728.0,13567479.0,14693995.0,15768058.0,17134809.0,18512120.0,20019146.0,20882770.0,21781876.0,22921991.0,24420015.0,25886889.0,27401546.0,28803091.0,30476239.0,32221226.0,34119762.0,36077735.0
Latvia,381881083.0,399919717.0,414186954.0,426174716.0,436594980.0,445762564.0,455006106.0,463712924.0,472041836.0,479779806.0,486878852.0,494395178.0,501938112.0,509678782.0,517429738.0,525264893.0,533598200.0,542253265.0,550471989.0,557952693.0,566599649.0,574482329.0,582066184.0,589489776.0,596728530.0,604062191.0,611325809.0,618492628.0
Lebanon,185771819.0,193886686.0,203613622.0,213983236.0,225111936.0,237392114.0,250177716.0,265310083.0,281625605.0,298083837.0,313550101.0,329956334.0,346200719.0,364728188.0,381935876.0,398589355.0,413381387.0,427134202.0,444560260.0,465530770.0,485545942.0,505810070.0,528178903.0,550375263.0,574079083.0,595348268.0,615105675.0,634652476.0
Lesotho,1472928.0,3000816.0,4587328.0,6221472.0,7895920.0,9603344.0,11340080.0,13109792.0,14912480.0,16737152.0,18587472.0,20463440.0,22368720.0,24299648.0,26281872.0,28293408.0,30330592.0,32404416.0,34529536.0,36746256.0,39021600.0,41351904.0,43755488.0,46188384.0,48654256.0,51139004.0,53600907.0,56424722.0
Liberia,31818417.0,32096881.0,32378354.0,32692799.0,33004239.0,33329666.0,33665408.0,34012811.0,34385856.0,34776531.0,35190977.0,35675625.0,36157932.0,36676040.0,37279775.0,37990241.0,38721369.0,39371055.0,39924444.0,40432743.0,41215880.0,42096861.0,43108284.0,44043734.0,44945457.0,45858339.0,46827371.0,47905144.0
Libya,636790190.0,679409337.0,716434309.0,755143289.0,798896296.0,844587374.0,888384177.0,933090709.0,978249630.0,1022552971.0,1069345962.0,1117119760.0,1164591964.0,1213372948.0,1263328782.0,1315025067.0,1367691385.0,1417031130.0,1472372605.0,1529568214.0,1590689859.0,1629954473.0,1682363217.0,1738365468.0,1795093357.0,1847257937.0,1898568306.0,1951955718.0
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200764.0,420268.0,625620.0,816426.0,993206.0,1178524.0,1371064.0,1532165.0,1691050.0,1839412.0,2000665.0
Lithuania,606934508.0,644817791.0,666004853.0,682336994.0,698085213.0,713089360.0,728748180.0,743818376.0,759706416.0,773113934.0,784901959.0,797398085.0,810000457.0,822592337.0,835759661.0,849848985.0,864251943.0,880015212.0,895095057.0,907923062.0,921635694.0,935702333.0,949836082.0,962942391.0,975817059.0,988958651.0,1002116108.0,1015509983.0
Luxembourg,446757456.0,459181483.0,471361677.0,483682307.0,495191257.0,504309337.0,513474817.0,521993579.0,529632952.0,537723410.0,546396280.0,555562404.0,565504652.0,575916286.0,587701517.0,599749914.0,611629171.0,622898005.0,634030265.0,644618718.0,655773007.0,666823377.0,677611458.0,687844797.0,697602303.0,706861962.0,715864917.0,725159607.0
Macao,12677440.0,13769312.0,14850192.0,16030000.0,17301408.0,18532512.0,19939488.0,21427072.0,22984272.0,24501168.0,26131648.0,27817088.0,29333984.0,30865536.0,32580288.0,34408624.0,36028112.0,37563328.0,38900688.0,40970848.0,42377824.0,43825104.0,45136816.0,46316624.0,47599024.0,49013505.0,50435741.0,51947913.0
Macedonia,291473053.0,301617717.0,312386213.0,322718693.0,333179413.0,344010197.0,355742325.0,366367925.0,378983077.0,390696885.0,402751445.0,414740053.0,425666101.0,436965877.0,448148405.0,459418869.0,470348581.0,479834677.0,489229173.0,497920181.0,506515925.0,515906757.0,524865237.0,532706197.0,540210069.0,547467616.0,554611635.0,561863099.0
Madagascar,31969846.0,32997893.0,33996591.0,35020900.0,36285325.0,37546063.0,38905032.0,40550444.0,42283087.0,44195238.0,46062702.0,47798180.0,49030089.0,50710563.0,52499928.0,54225322.0,55891547.0,57674990.0,59543559.0,61297455.0,63235798.0,65550428.0,68228026.0,71317561.0,74364764.0,77412192.0,80456539.0,83638600.0
Malawi,16443919.0,17228604.0,18013871.0,18893015.0,19797729.0,20704692.0,21608951.0,22556320.0,23478360.0,24402838.0,25256688.0,26103813.0,26943136.0,27843148.0,28761988.0,29620426.0,30512546.0,31378804.0,32407285.0,33325959.0,34447579.0,35603534.0,36679457.0,37867941.0,39093302.0,40368520.0,41684057.0,43051513.0
Malaysia,765402611.0,833257411.0,907725968.0,998562496.0,1091576471.0,1211611670.0,1335728565.0,1459256243.0,1572367292.0,1679254480.0,1803793866.0,1937961023.0,2070177475.0,2226570969.0,2388658984.0,2561145555.0,2726726109.0,2909181850.0,3110762165.0,3307206260.0,3523198564.0,3740877812.0,3956773030.0,4190601522.0,4430656619.0,4675754241.0,4926843845.0,5181419717.0
Maldives,967296.0,1121184.0,1352016.0,1549872.0,1747728.0,1996880.0,2286336.0,2616096.0,2916544.0,3337904.0,3788576.0,4250240.0,4843808.0,5349440.0,6016288.0,6617184.0,7375632.0,8156064.0,8998784.0,9881808.0,10816128.0,11801744.0,12911936.0,14003808.0,15337504.0,16792933.0,18265039.0,19836857.0
Mali,9273898.0,9707964.0,10149343.0,10601701.0,11062038.0,11529693.0,12015659.0,12536900.0,13299012.0,14094100.0,14914836.0,15742900.0,16589284.0,17432004.0,18307700.0,19205380.0,20147028.0,21154628.0,22224516.0,23030596.0,23994228.0,25038468.0,26031412.0,27057332.0,28467972.0,29896521.0,31425616.0,33149434.0
Malta,31797593.0,33908168.0,36227621.0,38561534.0,41064065.0,43562366.0,46032334.0,48547381.0,51063432.0,53633719.0,56204587.0,58672701.0,61116620.0,63778977.0,66336254.0,69002273.0,71681716.0,74437761.0,77261505.0,79845824.0,82436041.0,85091310.0,87901830.0,90375764.0,92838760.0,94596514.0,96016791.0,97461275.0
Marshall Islands,0.0,0.0,54960.0,117248.0,183200.0,249152.0,315104.0,381056.0,450672.0,516624.0,593568.0,674176.0,758448.0,842720.0,930656.0,1014928.0,1106528.0,1205456.0,1304384.0,1406976.0,1509568.0,1612160.0,1714752.0,1817344.0,1919936.0,2031892.0,2145131.0,2266040.0
Martinique,25288928.0,26688576.0,28282416.0,29865264.0,31499408.0,33137216.0,34775024.0,36405504.0,38032320.0,39662800.0,41403200.0,43220544.0,45004912.0,47001792.0,49071952.0,51274016.0,53399136.0,55330064.0,57202368.0,59228560.0,61236432.0,63453152.0,65666208.0,67875600.0,70172928.0,70172928.0,70172928.0,70172928.0
Mauritania,21500352.0,22368720.0,23273728.0,24200720.0,25157024.0,26171952.0,27234512.0,28311728.0,29381616.0,30477152.0,31591008.0,32763488.0,34012912.0,35302640.0,36687632.0,38123920.0,39545552.0,41183360.0,42956736.0,44916976.0,46877216.0,48987680.0,51317984.0,53640960.0,55963936.0,58316404.0,60834446.0,63673149.0
Mauritius,20067728.0,21588288.0,23295712.0,25069088.0,26692240.0,28520576.0,30469824.0,32466704.0,34635792.0,37061360.0,39750736.0,42612320.0,45495888.0,48555328.0,51644080.0,54938016.0,58565376.0,62251360.0,66017952.0,69725920.0,73639072.0,77555888.0,81520336.0,85587376.0,89811968.0,93973881.0,98060513.0,102339737.0
Mexico,7375123360.0,7706497689.0,8040705685.0,8380178592.0,8733416746.0,9066426520.0,9413848515.0,9784254901.0,10174434246.0,10566758700.0,10964658366.0,11377285768.0,11791258343.0,12231044393.0,12671844029.0,13137757657.0,13616561294.0,14098886754.0,14594191769.0,15072580769.0,15538671421.0,16025174631.0,16523833153.0,17016392882.0,17498920775.0,17976194427.0,18481174375.0,18971469004.0
Micronesia (country),0.0,0.0,98928.0,197856.0,300448.0,406704.0,512960.0,622880.0,740128.0,850048.0,974624.0,1143168.0,1286064.0,1428960.0,1571856.0,1692768.0,1813680.0,1952912.0,2070160.0,2231376.0,2344960.0,2465872.0,2601440.0,2744336.0,2894560.0,3058496.0,3224310.0,3401355.0
Middle East,15309183264.0,16215423788.0,17190925124.0,18248802383.0,19354139144.0,20427119742.0,21509962999.0,22573316451.0,23715831384.0,24950588135.0,26310847287.0,27690296821.0,29088200125.0,30577391247.0,32198107889.0,33882410934.0,35687146925.0,37489084913.0,39428477552.0,41444882020.0,43547146140.0,45704106288.0,48012211196.0,50289408635.0,52724475683.0,55234106667.0,57801288093.0,60473230861.0
Moldova,0.0,0.0,21080650.0,37051038.0,49441362.0,60846768.0,72533858.0,79835202.0,86279059.0,90963615.0,94536567.0,98323156.0,102374891.0,106779159.0,111392583.0,116330337.0,121360084.0,126338638.0,131529018.0,136068530.0,140899435.0,145862730.0,150628411.0,155527770.0,160271930.0,165220672.0,170421028.0,175514617.0
Mongolia,161998675.0,174119685.0,185113573.0,194376197.0,202303257.0,210202607.0,218225933.0,225914341.0,233601809.0,241137033.0,248623879.0,256493803.0,264756323.0,272764199.0,281334915.0,289908645.0,299314397.0,311393141.0,323409825.0,336483839.0,350303789.0,371730279.0,397919969.0,436609311.0,457409029.0,477765393.0,506446358.0,536837014.0
Montenegro,51841396.0,53645725.0,55561010.0,57228812.0,58851236.0,60565034.0,62571073.0,64726407.0,66995571.0,68560383.0,70298806.0,72166390.0,74162982.0,76298183.0,78631773.0,80840692.0,83222292.0,85471988.0,88219988.0,90044660.0,92624116.0,95192580.0,97526548.0,99772580.0,101981972.0,104421155.0,106994645.0,109622459.0
Montserrat,487312.0,516624.0,545936.0,575248.0,608224.0,641200.0,677840.0,710816.0,740128.0,769440.0,795088.0,820736.0,857376.0,894016.0,930656.0,967296.0,1003936.0,1044240.0,1091872.0,1139504.0,1205456.0,1245760.0,1289728.0,1341024.0,1388656.0,1438382.0,1489072.0,1539754.0
Morocco,404409873.0,429336468.0,455322496.0,483484572.0,513067988.0,543349857.0,574415478.0,606099226.0,637915678.0,670802807.0,704379723.0,741805585.0,779879541.0,817374951.0,860737111.0,906262215.0,953653011.0,1003883432.0,1056744456.0,1109334804.0,1165534788.0,1223232213.0,1285715529.0,1344545965.0,1404170789.0,1465214016.0,1526499744.0,1589225046.0
Mozambique,84861470.0,85876575.0,86877892.0,87953130.0,89010379.0,90118887.0,91143310.0,92247829.0,93360220.0,94527439.0,95850211.0,97404081.0,98942691.0,100799371.0,102663917.0,104434654.0,106349455.0,108536593.0,110716515.0,113156434.0,115790329.0,118897679.0,121878453.0,125752229.0,134005854.0,143024297.0,152830723.0,163105098.0
Myanmar,198965602.0,203102267.0,207943861.0,213245688.0,219441865.0,226348203.0,233551782.0,240996267.0,249033326.0,257963364.0,268005862.0,276686107.0,285839905.0,295620077.0,307991306.0,319523948.0,332300716.0,345095780.0,354810930.0,364955446.0,377398075.0,391619558.0,402569792.0,415289812.0,436750135.0,460190802.0,484208427.0,484208427.0
Namibia,0.0,1055232.0,2205728.0,3594384.0,5166240.0,6785728.0,8507808.0,10277520.0,12109520.0,13772976.0,15414448.0,17429648.0,19188368.0,21060672.0,23020912.0,25329232.0,27659536.0,30019152.0,33342400.0,36409168.0,39505248.0,42270064.0,45634184.0,48235339.0,51958750.0,55877223.0,59876068.0,63941325.0
