Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Nauru,2722352.0,2846928.0,2967840.0,3081424.0,3191344.0,3297600.0,3400192.0,3502784.0,3601712.0,3693312.0,3777584.0,3858192.0,3935136.0,4001088.0,4067040.0,4129328.0,4173296.0,4217264.0,4261232.0,4301536.0,4345504.0,4385808.0,4426112.0,4470080.0,4517712.0,4569692.0,4622267.0,4678403.0
Nepal,12873297.0,13821176.0,15129612.0,16570119.0,18237248.0,20240638.0,22695931.0,25455475.0,27678774.0,30868545.0,33906562.0,37143342.0,39738427.0,42548453.0,45186516.0,48238115.0,50767514.0,53345743.0,56730028.0,60921083.0,65815088.0,71091548.0,76613265.0,82898009.0,90560020.0,98145451.0,106671407.0,115699603.0
Netherlands,6658403859.0,6829223684.0,6999878571.0,7170674797.0,7342073196.0,7515105903.0,7697579101.0,7872871483.0,8049273644.0,8220264921.0,8392200722.0,8569280156.0,8745655055.0,8925479254.0,9106932569.0,9284463451.0,9457200153.0,9629800614.0,9805319833.0,9975500246.0,10157679881.0,10326798581.0,10491747325.0,10656504601.0,10813851663.0,10978881540.0,11144403609.0,11308449554.0
New Caledonia,55953305.0,57711293.0,59286043.0,61113569.0,63083951.0,65148188.0,67333291.0,69151948.0,70961964.0,73017468.0,75239027.0,77116705.0,79510116.0,82236774.0,84752901.0,87561945.0,90267938.0,93195948.0,96044939.0,99000148.0,102520705.0,106148727.0,109760939.0,113986542.0,118261407.0,122710478.0,127943317.0,133507792.0
New Zealand,877999747.0,904117819.0,932230388.0,959937357.0,987826114.0,1015979550.0,1045354778.0,1076710867.0,1106645300.0,1138173867.0,1170533025.0,1205115692.0,1239884410.0,1276377502.0,1312442420.0,1350089994.0,1387610074.0,1424252121.0,1461907852.0,1496714551.0,1531725250.0,1566054066.0,1602023329.0,1637237794.0,1672848198.0,1708685306.0,1743148237.0,1779162164.0
Nicaragua,54599657.0,56587548.0,58961197.0,61244601.0,63762480.0,66517328.0,69364692.0,72478293.0,75870154.0,79468574.0,83189635.0,87111672.0,91102501.0,95437766.0,99816028.0,104085761.0,108499923.0,113050358.0,117415614.0,121853133.0,126322122.0,131123773.0,135672613.0,140148625.0,144929803.0,149998381.0,155298212.0,160721077.0
Niger,13937583.0,14657441.0,15354646.0,16132440.0,16902889.0,17709959.0,18608611.0,19514572.0,20468147.0,21418040.0,22110743.0,22762380.0,23457200.0,24210561.0,25018799.0,25727276.0,26413552.0,27130457.0,27933513.0,28895814.0,30064979.0,31382828.0,33239277.0,35174325.0,37297000.0,39386385.0,41620891.0,44106013.0
Nigeria,1297503546.0,1339432665.0,1385697781.0,1430511156.0,1465444882.0,1501020179.0,1540420791.0,1582481915.0,1620069670.0,1660088865.0,1735848822.0,1821283911.0,1914679979.0,2015985614.0,2119973271.0,2225679106.0,2324140740.0,2418596745.0,2513529935.0,2589070654.0,2679386011.0,2773611423.0,2870178239.0,2966052554.0,3060037913.0,3163862456.0,3265434282.0,3372735176.0
Niue,80608.0,87936.0,95264.0,102592.0,109920.0,117248.0,124576.0,131904.0,139232.0,146560.0,153888.0,161216.0,168544.0,172208.0,175872.0,179536.0,183200.0,186864.0,194192.0,197856.0,201520.0,208848.0,216176.0,223504.0,234496.0,246491.0,258624.0,271579.0
North Korea,3129986447.0,3247213020.0,3350175613.0,3445044140.0,3531763639.0,3613023486.0,3684632067.0,3749764673.0,3808533505.0,3872632890.0,3941798916.0,4013463870.0,4082106771.0,4152243264.0,4223965251.0,4298883957.0,4375056808.0,4438536025.0,4508864151.0,4578737952.0,4644425175.0,4691663245.0,4739892544.0,4775049204.0,4814703580.0,4853107486.0,4908032713.0,4966052271.0
Norway,1439648450.0,1473717784.0,1508549677.0,1545081240.0,1583527197.0,1622004417.0,1663598251.0,1705297161.0,1747253824.0,1789963312.0,1832179197.0,1875739041.0,1918406088.0,1962327870.0,2006664881.0,2050225589.0,2094148937.0,2140000827.0,2184903849.0,2228109253.0,2273932530.0,2318915087.0,2363475907.0,2407778561.0,2451731224.0,2496394959.0,2540426581.0,2585216441.0
Oman,142042885.0,153720848.0,165705459.0,179062095.0,194243788.0,210013826.0,224980779.0,240324168.0,256730232.0,277288177.0,299027862.0,319133825.0,344368220.0,376395705.0,403986913.0,433453509.0,472499886.0,515631210.0,557741912.0,598256519.0,645006604.0,698269713.0,756612679.0,817269908.0,877643787.0,941864909.0,1006307031.0,1071493410.0
Pakistan,917864640.0,985342481.0,1057357503.0,1134534074.0,1218553391.0,1302168474.0,1395705897.0,1489493461.0,1586235541.0,1685626013.0,1791044388.0,1898170580.0,2011074225.0,2128564942.0,2258524417.0,2393280653.0,2537007353.0,2692851519.0,2848207764.0,3003426812.0,3161191553.0,3319533522.0,3479261119.0,3639856816.0,3802284444.0,3974374439.0,4161779858.0,4360589827.0
Palau,4195280.0,4429776.0,4664272.0,4898768.0,5133264.0,5367760.0,5602256.0,5840416.0,6078576.0,6320400.0,6569552.0,6822368.0,7071520.0,7324336.0,7577152.0,7837296.0,8101104.0,8361248.0,8614064.0,8859552.0,9112368.0,9365184.0,9618000.0,9874480.0,10134624.0,10418513.0,10705654.0,11012245.0
Palestine,861040.0,1744064.0,2660064.0,3594384.0,4561680.0,5506992.0,6543904.0,7408608.0,8870544.0,10237216.0,11897008.0,13245360.0,14399520.0,15678256.0,17872992.0,20613664.0,22878016.0,25200992.0,27252832.0,29341312.0,31374832.0,33620864.0,35819264.0,38255824.0,41091760.0,43645821.0,45986350.0,48304340.0
Panama,85217250.0,88439617.0,92665580.0,96565185.0,100857150.0,103796761.0,108371785.0,113965082.0,119854788.0,125465094.0,131182102.0,138122011.0,143929276.0,150004940.0,155716681.0,162457769.0,169725904.0,176815954.0,183997651.0,192417005.0,201416441.0,211317286.0,221169154.0,231619187.0,240170353.0,249778151.0,259974130.0,270033082.0
Papua New Guinea,40864592.0,42927424.0,44979264.0,46972480.0,49152560.0,51211728.0,53399136.0,55974928.0,58836512.0,61280400.0,63944128.0,67150128.0,70634592.0,74577056.0,79061792.0,83443936.0,87749136.0,93864352.0,98656864.0,103746160.0,108482542.0,113782495.0,118833076.0,124991218.0,131281119.0,138158059.0,145094663.0,152482152.0
Paraguay,34696082.0,36813529.0,39326571.0,42168622.0,45566727.0,49497279.0,53216154.0,57374942.0,61838745.0,66302286.0,69956169.0,73738949.0,77607359.0,81641221.0,85694486.0,89483192.0,93420327.0,97503087.0,101875933.0,106373086.0,111399091.0,116646970.0,121840454.0,127167766.0,132761279.0,138459551.0,144248102.0,150098368.0
Peru,822319023.0,842493662.0,862804565.0,886283007.0,909402355.0,933084598.0,957268625.0,984514231.0,1012086248.0,1041233010.0,1071311278.0,1098239950.0,1125170521.0,1151275122.0,1182830667.0,1219563714.0,1253974615.0,1296375853.0,1336708050.0,1387552517.0,1444230405.0,1492921687.0,1546859280.0,1602843347.0,1663427348.0,1726176861.0,1792518047.0,1857299524.0
Philippines,902983940.0,946455127.0,994748931.0,1043678122.0,1097801467.0,1157750204.0,1219003885.0,1289066495.0,1357319454.0,1425496093.0,1497842528.0,1568147091.0,1638302233.0,1708516918.0,1781287671.0,1854558964.0,1921080878.0,1991844953.0,2069144944.0,2144912016.0,2227844946.0,2311379786.0,2400306922.0,2496029859.0,2599054891.0,2712878046.0,2832151729.0,2959759692.0
Poland,17834830129.0,18208208329.0,18571927257.0,18936492601.0,19296103678.0,19657407529.0,20032712173.0,20399282289.0,20736623820.0,21064276269.0,21381373530.0,21694919199.0,22000649742.0,22319065301.0,22641604250.0,22963273096.0,23297895918.0,23632261611.0,23959709823.0,24273854403.0,24605985114.0,24937679753.0,25261896375.0,25581807633.0,25889362760.0,26199977903.0,26522211857.0,26848816401.0
Portugal,933986661.0,981192874.0,1032651394.0,1082721444.0,1133541807.0,1188332743.0,1240430820.0,1295539597.0,1355137213.0,1422360718.0,1488405064.0,1554109239.0,1623665968.0,1688103156.0,1755323682.0,1824821054.0,1889591231.0,1951861359.0,2011784885.0,2068862008.0,2121743807.0,2173445608.0,2223323507.0,2271405450.0,2319361228.0,2371556428.0,2421831220.0,2476694776.0
Qatar,293534451.0,311179722.0,337912467.0,368560356.0,398715130.0,430432277.0,462636041.0,500029568.0,532300611.0,563571686.0,598137836.0,639352370.0,680054306.0,721353663.0,764063993.0,814754072.0,877950240.0,940849667.0,1005106764.0,1073703655.0,1145623567.0,1225271140.0,1318490560.0,1402643073.0,1509514275.0,1630061485.0,1748751275.0,1878554596.0
Reunion,18536176.0,19899184.0,21438064.0,22878016.0,24501168.0,26263552.0,28205472.0,30436848.0,32954016.0,35522480.0,38380400.0,41417856.0,44433328.0,47408496.0,50412976.0,53857136.0,57477168.0,61335360.0,65277824.0,69377840.0,73543808.0,77812368.0,82058944.0,86155296.0,90324928.0,90324928.0,90324928.0,90324928.0
Romania,5595127629.0,5736094387.0,5866380435.0,5988007624.0,6107678372.0,6232515303.0,6360792934.0,6480058826.0,6584814485.0,6673496783.0,6767035165.0,6865912229.0,6965064107.0,7068640800.0,7171515230.0,7272481847.0,7376612407.0,7485172100.0,7590537497.0,7677742920.0,7761294178.0,7850637396.0,7936958321.0,8013787519.0,8090948006.0,8168736227.0,8243787884.0,8323783409.0
Russia,55551702520.0,57988740602.0,59981958231.0,61872893233.0,63542530377.0,65182793595.0,66789742610.0,68291880035.0,69776732259.0,71289716964.0,72789333174.0,74327577573.0,75856539320.0,77419011671.0,78989875869.0,80578538733.0,82227197467.0,83874926408.0,85554720858.0,87127159867.0,88784720546.0,90497145315.0,92223244815.0,93889233389.0,95556344096.0,97228239175.0,98896309108.0,101000000000.0
Rwanda,9083027.0,9565138.0,10047212.0,10536578.0,11008570.0,11469565.0,11945511.0,12438394.0,12920248.0,13423363.0,13944065.0,14466907.0,14988178.0,15498292.0,16015568.0,16532680.0,17049410.0,17594897.0,18125466.0,18689892.0,19269022.0,19921131.0,20645657.0,21436042.0,22259614.0,23176503.0,24160679.0,25185419.0
Saint Helena,54960.0,62288.0,69616.0,80608.0,91600.0,102592.0,113584.0,124576.0,135568.0,146560.0,157552.0,168544.0,179536.0,190528.0,201520.0,212512.0,223504.0,234496.0,245488.0,256480.0,267472.0,278464.0,289456.0,300448.0,311440.0,322915.0,334613.0,346309.0
Saint Kitts and Nevis,626544.0,732800.0,842720.0,956304.0,1077216.0,1205456.0,1337360.0,1480256.0,1630480.0,1791696.0,1963904.0,2139776.0,2337632.0,2535488.0,2748000.0,2945856.0,3147376.0,3363552.0,3579728.0,3803232.0,4023072.0,4253904.0,4473744.0,4697248.0,4928080.0,5169058.0,5414713.0,5660325.0
Saint Lucia,2660064.0,2828608.0,3030128.0,3253632.0,3513776.0,3825216.0,4151312.0,4459088.0,4766864.0,5085632.0,5415392.0,5778128.0,6104224.0,6463296.0,6818704.0,7185104.0,7551504.0,7936224.0,8331936.0,8716656.0,9119696.0,9526400.0,9933104.0,10339808.0,10746512.0,11171092.0,11603913.0,12036657.0
Saint Pierre and Miquelon,1729408.0,1832000.0,1927264.0,2000544.0,2070160.0,2139776.0,2209392.0,2257024.0,2311984.0,2366944.0,2421904.0,2476864.0,2535488.0,2601440.0,2663728.0,2729680.0,2795632.0,2861584.0,2927536.0,2993488.0,3063104.0,3132720.0,3202336.0,3275616.0,3352560.0,3432886.0,3514771.0,3596642.0
Saint Vincent and the Grenadines,1238432.0,1315376.0,1399648.0,1502240.0,1623152.0,1751392.0,1883296.0,2015200.0,2176416.0,2341296.0,2487856.0,2667392.0,2854256.0,3052112.0,3271952.0,3491792.0,3711632.0,3938800.0,4165968.0,4477408.0,4697248.0,4895104.0,5147920.0,5356768.0,5565616.0,5783644.0,6005903.0,6228123.0
Samoa,2114128.0,2220384.0,2330304.0,2440224.0,2553808.0,2671056.0,2795632.0,2923872.0,3055776.0,3191344.0,3334240.0,3480800.0,3627360.0,3781248.0,3931472.0,4092688.0,4257568.0,4429776.0,4609312.0,4796176.0,4983040.0,5184560.0,5382416.0,5580272.0,5778128.0,5994043.0,6212433.0,6445614.0
Sao Tome and Principe,916000.0,963632.0,1011264.0,1058896.0,1106528.0,1154160.0,1201792.0,1249424.0,1297056.0,1344688.0,1392320.0,1443616.0,1502240.0,1568192.0,1641472.0,1718416.0,1802688.0,1886960.0,1971232.0,2062832.0,2161760.0,2264352.0,2377936.0,2491520.0,2605104.0,2719828.0,2837347.0,2954820.0
Saudi Arabia,3167612437.0,3434998613.0,3720072727.0,4033400112.0,4340873360.0,4575585309.0,4833848956.0,5049645698.0,5256876214.0,5482852694.0,5779206015.0,6075780906.0,6401462082.0,6727979197.0,7122563990.0,7518418750.0,7949710718.0,8336217865.0,8768554275.0,9234398584.0,9752114531.0,10249773541.0,10812953034.0,11353758266.0,11955654331.0,12576537288.0,13208086495.0,13843097583.0
Senegal,61870432.0,65248397.0,68671845.0,72209820.0,76046574.0,79475530.0,83138774.0,86321129.0,89654188.0,93257760.0,97067066.0,101247289.0,105593145.0,110398044.0,115386550.0,120926128.0,125347890.0,130174535.0,134913569.0,139117297.0,146397370.0,154216797.0,161579664.0,169429605.0,177735418.0,185850325.0,194391925.0,203710385.0
Republic of Serbia,1172254925.0,1212973878.0,1256267701.0,1294008485.0,1330706913.0,1369482115.0,1414874866.0,1463667550.0,1515047192.0,1550487300.0,1589867846.0,1632145403.0,1677318420.0,1725616885.0,1778354711.0,1828233940.0,1881993525.0,1934179367.0,1985969107.0,2031895107.0,2077591467.0,2126548547.0,2170273023.0,2214818851.0,2252007973.0,2293345455.0,2336696451.0,2381789224.0
Seychelles,2257024.0,2429232.0,2601440.0,2784640.0,2986160.0,3184016.0,3418512.0,3759264.0,4191616.0,4700912.0,5272496.0,5906368.0,6444976.0,6994576.0,7731040.0,8419872.0,9152672.0,9793872.0,10486368.0,11010320.0,11453664.0,11794416.0,12234096.0,12637136.0,13131776.0,13671491.0,14254463.0,14863511.0
Sierra Leone,18792656.0,19338592.0,19785600.0,20232608.0,20694272.0,21042352.0,21434400.0,21797136.0,22159872.0,22504288.0,22892672.0,23405632.0,23940576.0,24508496.0,25061760.0,25523424.0,26138976.0,26655600.0,27190544.0,27725488.0,28300736.0,29044528.0,29905568.0,30938816.0,32078320.0,33232291.0,34467482.0,35859969.0
Singapore,668194825.0,713244233.0,761456896.0,812328009.0,873672570.0,915514359.0,964863608.0,1022935362.0,1071291773.0,1121162291.0,1170018593.0,1219460689.0,1266633390.0,1297725963.0,1326176923.0,1356511179.0,1387285115.0,1407195291.0,1443300347.0,1499187339.0,1554784875.0,1599969323.0,1636312539.0,1691943051.0,1748269723.0,1808990287.0,1871819432.0,1936584508.0
Sint Maarten (Dutch part),33610650.0,34040878.0,34395333.0,34942498.0,35467077.0,35986192.0,36471791.0,36979977.0,37008028.0,37218224.0,37775953.0,38343883.0,38891412.0,39439305.0,40014157.0,40583908.0,41177702.0,41846176.0,42489149.0,43147059.0,43600237.0,44178366.0,44178366.0,44178366.0,44178366.0,44943376.0,45723234.0,46502953.0
Slovakia,1610486381.0,1664103451.0,1713259401.0,1759918374.0,1803746247.0,1848612763.0,1893778298.0,1938982611.0,1983157762.0,2026498544.0,2068031698.0,2111868256.0,2153919747.0,2196346522.0,2239337686.0,2282245173.0,2324848892.0,2365797961.0,2407282551.0,2444921977.0,2483548496.0,2521481341.0,2557590394.0,2593224329.0,2626789000.0,2660686477.0,2694683249.0,2730069466.0
Slovenia,333807189.0,347802223.0,361798235.0,376090905.0,390724686.0,405969139.0,421874959.0,438107955.0,454056179.0,469379621.0,484809715.0,501173012.0,517681216.0,533951350.0,550582014.0,567510820.0,584634826.0,601894787.0,620092178.0,636402188.0,652754816.0,669095388.0,684896143.0,700063220.0,713575796.0,727174938.0,741574727.0,756184328.0
Solomon Islands,2520832.0,2667392.0,2810288.0,2953184.0,3092416.0,3235312.0,3378208.0,3521104.0,3664000.0,3814224.0,3964448.0,4122000.0,4279552.0,4440768.0,4601984.0,4763200.0,4928080.0,5107616.0,5294480.0,5488672.0,5686528.0,5884384.0,6082240.0,6283760.0,6485280.0,6705194.0,6927627.0,7165127.0
Somalia,14919396.0,15625898.0,16305438.0,16944660.0,17572876.0,18160775.0,18728695.0,19267303.0,19780263.0,20271239.0,20751223.0,21253191.0,21839431.0,22432999.0,23026567.0,23620135.0,24213703.0,24821927.0,25422823.0,26020055.0,26631943.0,27236503.0,27844727.0,28452951.0,29061175.0,29724825.0,30441664.0,31190568.0
South Africa,8617879970.0,8943607143.0,9244636475.0,9564974564.0,9903363232.0,10264727372.0,10628213838.0,11013334529.0,11390110805.0,11764428366.0,12142159272.0,12513299848.0,12868753906.0,13271989174.0,13720528242.0,14135579092.0,14581287756.0,15045262756.0,15539389912.0,16040766850.0,16513249430.0,16982176670.0,17449257316.0,17913876373.0,18401882557.0,18862999143.0,19331044546.0,19787369762.0
South Korea,3163774374.0,3425812690.0,3708006733.0,4029844509.0,4374108263.0,4748100693.0,5149630567.0,5577416635.0,5940964895.0,6339290153.0,6784731036.0,7233281612.0,7696909627.0,8159316945.0,8637922725.0,9097268389.0,9562874298.0,10056227516.0,10562010071.0,11068774611.0,11634735536.0,12223170623.0,12806802599.0,13398342333.0,13984890342.0,14575447863.0,15170521542.0,15786618228.0
South Sudan,9489149.0,9896464.0,10261032.0,10512627.0,10857959.0,11215809.0,11584957.0,12036240.0,12427372.0,12851480.0,13312228.0,13842592.0,14518600.0,15273995.0,16228467.0,17142940.0,18143212.0,19319356.0,20561147.0,21856981.0,23184265.0,24488039.0,24488039.0,24488039.0,24488039.0,26119178.0,27881048.0,29721727.0
Spain,6227127874.0,6468592871.0,6718919795.0,6960737621.0,7214971669.0,7482803856.0,7738251852.0,8006310574.0,8282946544.0,8583123105.0,8895049164.0,9208941158.0,9542948274.0,9880927507.0,10235213162.0,10604177295.0,10964456534.0,11332590137.0,11669080256.0,11966328397.0,12250205887.0,12534800636.0,12814071919.0,13066754630.0,13321950369.0,13593677569.0,13854663465.0,14136085452.0
Sri Lanka,121825549.0,125962579.0,131068563.0,136044170.0,141479952.0,147295450.0,154265618.0,161785177.0,169521489.0,178039061.0,188172878.0,198500144.0,209446827.0,220398955.0,232545124.0,244480318.0,256273974.0,268425285.0,280413101.0,293356585.0,306406886.0,321293489.0,337069239.0,352322537.0,370481468.0,391194906.0,413145633.0,436284059.0
Sudan,121817008.0,126704784.0,131079600.0,134098736.0,138242720.0,142536928.0,146966704.0,152382096.0,157075680.0,162164976.0,167693952.0,174058320.0,182170416.0,191235152.0,202688816.0,213662496.0,225665760.0,239779488.0,254680976.0,270230992.0,286158400.0,301803680.0,301803680.0,301803680.0,301803680.0,318100566.0,335588441.0,353794293.0
Suriname,50928243.0,52977696.0,55041787.0,57080212.0,59121932.0,61181952.0,63263935.0,65367880.0,67471804.0,69594027.0,71785845.0,74149198.0,75709828.0,77248166.0,78804517.0,80393536.0,82132592.0,83889462.0,85825169.0,87820517.0,90215872.0,92175647.0,94419997.0,96322152.0,98297939.0,100295158.0,102325938.0,104379605.0
Swaziland,9475104.0,9801200.0,10065008.0,10196912.0,10680560.0,11134896.0,11475648.0,12677440.0,13890224.0,15128656.0,16315792.0,17458960.0,18583808.0,19624384.0,20653968.0,21672560.0,22687488.0,23750048.0,24845584.0,25889824.0,26926736.0,27974640.0,29180096.0,30268304.0,31470096.0,32703337.0,33944549.0,35288300.0
Sweden,3428471009.0,3486184502.0,3543631594.0,3601027308.0,3660872800.0,3720148927.0,3783342950.0,3841475660.0,3900192735.0,3956049709.0,4010774690.0,4066456980.0,4123098293.0,4180322647.0,4236765987.0,4290609298.0,4344282049.0,4397098526.0,4447821622.0,4494974861.0,4547902135.0,4596872092.0,4643275658.0,4688044655.0,4731270361.0,4774655918.0,4817223936.0,4858725461.0
Switzerland,1747277176.0,1793417340.0,1839432832.0,1883037512.0,1925716081.0,1969130142.0,2013228608.0,2056263623.0,2100875970.0,2145317680.0,2188929597.0,2234005394.0,2277463921.0,2322108023.0,2367336307.0,2413116145.0,2458481773.0,2501841600.0,2546548288.0,2590076356.0,2635121458.0,2676101148.0,2718352048.0,2761535958.0,2800773709.0,2839512256.0,2878717170.0,2918791195.0
Syria,511429112.0,553629851.0,596190910.0,641412607.0,687602423.0,728802573.0,771124850.0,811555618.0,861302148.0,913073571.0,963555066.0,1011695758.0,1050134339.0,1103715711.0,1154100337.0,1203981165.0,1256821551.0,1322540031.0,1389417427.0,1450979644.0,1511696046.0,1567835396.0,1611625452.0,1647434427.0,1677546449.0,1706471690.0,1734471087.0,1762385573.0
Taiwan,1917600955.0,2050605878.0,2193951576.0,2348787075.0,2510608674.0,2682720206.0,2863062137.0,3057366630.0,3255219793.0,3460442055.0,3677627781.0,3903838319.0,4139572106.0,4384078578.0,4642534191.0,4899642287.0,5164449755.0,5439986357.0,5699348306.0,5945804488.0,6213679908.0,6480615828.0,6736620011.0,6994924930.0,7257077088.0,7515964663.0,7779440605.0,8050965637.0
Tajikistan,194759764.0,202663479.0,209958103.0,215119498.0,217466944.0,219909832.0,222732317.0,224881238.0,227375647.0,229891193.0,232123267.0,234408756.0,236281690.0,238343882.0,240891157.0,243312326.0,245946465.0,249150758.0,252036071.0,254470762.0,256988525.0,259308560.0,262214852.0,265651911.0,270712598.0,276172800.0,281751836.0,287463210.0
United Republic of Tanzania,47518430.0,49867225.0,52142406.0,54688388.0,57063424.0,60559694.0,63951878.0,66774861.0,69256354.0,71714234.0,74285181.0,77324788.0,80811751.0,84497978.0,88729634.0,94089739.0,99968732.0,105679021.0,111616430.0,117310356.0,124150963.0,131957981.0,141196063.0,152108072.0,163349359.0,175802862.0,189407554.0,203638082.0
Thailand,960356063.0,1058721657.0,1166798371.0,1289664316.0,1426508530.0,1584965599.0,1762230010.0,1945275945.0,2107827592.0,2281958609.0,2461222599.0,2653599878.0,2859375911.0,3081292353.0,3321534057.0,3565837997.0,3814457992.0,4063624102.0,4313215121.0,4577965420.0,4857393934.0,5133229900.0,5426894330.0,5723797325.0,6036983816.0,6357557824.0,6682391958.0,7013231542.0
Timor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161216.0,322432.0,498304.0,674176.0,853712.0,1036912.0,1238432.0,1465600.0,1700096.0,1945584.0,2238704.0,2678384.0,3147376.0,3659175.0,4176839.0,4729566.0
Togo,15457976.0,16506443.0,17537113.0,18606036.0,19610956.0,20785697.0,22050868.0,22929854.0,24219821.0,26070255.0,27401627.0,28560540.0,29883011.0,31687742.0,33431671.0,35153262.0,36653768.0,38170520.0,39693298.0,42434136.0,45033498.0,47541082.0,49833655.0,52069775.0,54289513.0,56929815.0,59681972.0,62673116.0
Tonga,1066224.0,1161488.0,1231104.0,1315376.0,1406976.0,1502240.0,1579184.0,1678112.0,1766048.0,1875968.0,1971232.0,2059168.0,2161760.0,2279008.0,2388928.0,2502512.0,2630752.0,2744336.0,2865248.0,2997152.0,3114400.0,3216992.0,3323248.0,3436832.0,3557744.0,3689692.0,3823152.0,3965652.0
Trinidad and Tobago,568338816.0,585307140.0,604411312.0,622332395.0,639718365.0,656687852.0,677217991.0,695550463.0,714609101.0,737085874.0,760851948.0,787132530.0,815671827.0,847570562.0,880910528.0,918970774.0,961531423.0,1006880624.0,1051133031.0,1095901990.0,1143714324.0,1190521282.0,1235831750.0,1282247280.0,1328390553.0,1374075573.0,1415099191.0,1455796378.0
Tunisia,224841576.0,240204429.0,255096229.0,271450148.0,287226261.0,302778742.0,319359587.0,336125735.0,353934272.0,372054505.0,391724829.0,412270103.0,432828731.0,453754178.0,475680759.0,497949443.0,520551936.0,544236285.0,568569703.0,592891310.0,619993841.0,645518173.0,671824580.0,698690081.0,726582118.0,752986787.0,779894477.0,808028626.0
Turkey,2399842404.0,2553380422.0,2712446269.0,2879748135.0,3043531307.0,3221841559.0,3417592262.0,3625615262.0,3833657566.0,4037606593.0,4263636436.0,4473165581.0,4690818493.0,4923781512.0,5165690733.0,5426588688.0,5708130407.0,6020992905.0,6331389600.0,6648160632.0,6967689032.0,7312434527.0,7666569292.0,8013350257.0,8370910218.0,8751768314.0,9154589098.0,9602486274.0
Turkmenistan,878773207.0,914391735.0,947292151.0,975483831.0,1008926371.0,1042858578.0,1073462302.0,1104018192.0,1136043146.0,1173648171.0,1211113763.0,1249113524.0,1289003135.0,1333523267.0,1379970352.0,1428201904.0,1477574053.0,1533464184.0,1590129918.0,1640300666.0,1697409557.0,1759591822.0,1824124726.0,1890498848.0,1958527304.0,2033906302.0,2110469600.0,2183172085.0
Turks and Caicos Islands,29312.0,58624.0,91600.0,131904.0,175872.0,223504.0,271136.0,326096.0,384720.0,450672.0,520288.0,593568.0,692496.0,795088.0,897680.0,1018592.0,1161488.0,1326368.0,1505904.0,1685440.0,1875968.0,2066496.0,2264352.0,2462208.0,2667392.0,2881595.0,3099955.0,3318276.0
Tuvalu,7328.0,14656.0,21984.0,29312.0,36640.0,43968.0,51296.0,58624.0,65952.0,73280.0,80608.0,87936.0,98928.0,109920.0,120912.0,131904.0,139232.0,150224.0,161216.0,172208.0,179536.0,186864.0,197856.0,208848.0,219840.0,231835.0,243968.0,256923.0
Uganda,27169538.0,27945419.0,28728596.0,29504413.0,30208245.0,31138207.0,32174220.0,33254320.0,34488383.0,35767815.0,37162207.0,38630288.0,40138157.0,41685516.0,43366124.0,45470684.0,47939304.0,50754620.0,53806877.0,57053556.0,60818712.0,64886558.0,68747236.0,73392457.0,78380175.0,83704938.0,89276331.0,95059160.0
Ukraine,16750334043.0,17382872801.0,17971935047.0,18482136420.0,18901404055.0,19291269845.0,19642679712.0,19982923509.0,20303990728.0,20596302009.0,20875839852.0,21177140585.0,21471340564.0,21776524009.0,22082779438.0,22396313137.0,22729077849.0,23065678945.0,23391411721.0,23668581623.0,23962100434.0,24269171598.0,24572876666.0,24868950727.0,25125534326.0,25349114024.0,25584270039.0,25796386297.0
United Arab Emirates,825098351.0,881770699.0,939528384.0,1005093763.0,1077698328.0,1147711072.0,1188140086.0,1229213801.0,1309896251.0,1387438915.0,1499226982.0,1599829926.0,1683575514.0,1789252612.0,1901120073.0,2015674509.0,2137558304.0,2270895296.0,2425050706.0,2590235842.0,2748400504.0,2911105368.0,3085029107.0,3253240102.0,3462051750.0,3689528971.0,3922955515.0,4154728973.0
United Kingdom,62691363779.0,63300384201.0,63893888327.0,64473291109.0,65048948495.0,65615782597.0,66204276059.0,66766760794.0,67334246973.0,67894752319.0,68461813771.0,69037741271.0,69597782225.0,70169383194.0,70742586958.0,71312588008.0,71880240253.0,72439562234.0,72984410472.0,73479015204.0,73991229457.0,74461040920.0,74948711673.0,75426444245.0,75865135422.0,76287797976.0,76686348860.0,77071055648.0
United States of America,247000000000.0,252000000000.0,257000000000.0,262000000000.0,268000000000.0,273000000000.0,279000000000.0,284000000000.0,290000000000.0,296000000000.0,302000000000.0,308000000000.0,314000000000.0,320000000000.0,326000000000.0,332000000000.0,338000000000.0,344000000000.0,350000000000.0,356000000000.0,361000000000.0,367000000000.0,372000000000.0,378000000000.0,383000000000.0,389000000000.0,394000000000.0,399000000000.0
Uruguay,190826363.0,195353868.0,200496745.0,204935953.0,208965837.0,213524339.0,218928776.0,224441912.0,230081998.0,236763026.0,242030179.0,247060755.0,251618489.0,256146320.0,261710116.0,267435921.0,274032007.0,279978518.0,288179183.0,296126516.0,302423228.0,310077038.0,318670121.0,326159965.0,332816072.0,339467178.0,346231602.0,353071942.0
